name,platform,global_sales,critic_score,critic_count,user_score,user_count
Shin Megami Tensei: Devil Survivor Overclocked,3DS,0.22,78,27,8.3,67
Shin Megami Tensei: Persona,PSP,0.2,78,30,7.2,28
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,0.26,,,,
Shin Megami Tensei: Persona 3 Portable,PSP,0.58,89,40,8.9,173
Shin Sangoku Musou 4 Special,X360,0.01,,,,
Shin Sangoku Musou 5 Empires,PSP,0.05,,,,
Shin Sangoku Musou 5 Special,PSP,0.05,,,,
Shin Sangoku Musou 6 Special,PSP,0.11,,,,
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,0.03,,,,
Shin Sangoku Musou Online: Souten Ranbu,PS3,0.02,,,,
Shin Sangoku Musou: Multi Raid 2,PSP,0.11,,,,
Shinigami to Shoujo,PSP,0.01,,,,
Shining Ark,PSP,0.11,,,,
Shining Blade,PSP,0.2,,,,
Shining Hearts,PSP,0.2,,,,
Shinken de Watashi ni Koi Shinasai! R,PS3,0.02,,,,
Shinobi,3DS,0.17,69,33,7.3,24
Shinobi Koutsutsu,PSP,0.01,,,,
Shinobido 2: Tales of the Ninja,PSV,0.08,55,34,6.1,24
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,PSP,0.05,,,,
Shinseiki Evangelion: Battle Orchestra Portable,PSP,0.01,,,,
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,0.01,,,,
Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,0.01,,,,
Shinseiki GPX Cyber Formula VS,PSP,0.01,,,,
Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,0.01,,,,
Shiratsuyu no Kai,PSP,0.02,,,,
Shiren the Wanderer,Wii,0.19,71,21,7.5,4
"Shooting Love, 200X",X360,0.01,,,,
Showtime Championship Boxing,Wii,0.06,35,7,4.7,10
Shrek Smash n' Crash Racing,PSP,0.09,,,,
Shrek the Third,X360,0.64,56,37,6.5,4
Shrek the Third,PSP,0.31,57,8,,
Shrek the Third,Wii,0.27,57,28,6.4,5
Shrek: Forever After,Wii,0.27,,,,
Shrek: Forever After,PS3,0.16,57,11,,
Shrek: Forever After,X360,0.08,62,22,6.3,8
Shrek's Carnival Craze Party Games,Wii,0.3,,,,
Shukufuku no Campanella Portable,PSP,0.04,,,,
Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,0.01,,,,
Sid Meier's Civilization Revolution,X360,0.76,84,55,7.8,135
Sid Meier's Civilization Revolution,PS3,0.7,85,39,7.7,77
Sid Meier's Pirates!,PSP,0.17,,,,
Sid Meier's Pirates!,Wii,0.14,,,,
Silent Hill HD Collection,PS3,0.23,70,33,4.1,90
Silent Hill HD Collection,X360,0.13,69,17,5.7,72
Silent Hill: Book of Memories,PSV,0.11,58,57,5.4,75
Silent Hill: Downpour,PS3,0.36,64,41,7.1,196
Silent Hill: Downpour,X360,0.27,68,38,7.6,190
Silent Hill: Homecoming,X360,0.41,70,54,7.1,142
Silent Hill: Homecoming,PS3,0.33,71,41,7.3,94
Silent Hill: Origins,PSP,0.49,78,40,8.4,65
Silent Hill: Shattered Memories,Wii,0.45,79,56,8.3,180
Silent Hill: Shattered Memories,PSP,0.26,73,28,7.5,24
SimAnimals,Wii,0.3,58,13,1.8,32
SimAnimals Africa,Wii,0.11,53,7,,
SimCity Creator,Wii,0.45,67,17,6.1,9
Simple 2000 Series Wii Vol. 2: The Party Game,Wii,0.01,,,,
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,0.02,,,,
Sin and Punishment: Star Successor,Wii,0.4,87,60,8.4,64
Sing Party,WiiU,0.08,60,21,4.6,14
Sing4: The Hits Edition,Wii,0.17,,,,
SingStar,PS3,1.04,82,48,5.8,12
SingStar Abba,PS3,0.88,70,26,5.5,4
SingStar Apres-Ski Party 2,PS3,0.04,,,,
SingStar Chartbreaker,PS3,0.02,,,,
SingStar Dance,PS3,0.48,65,21,4.3,7
SingStar Fussballhits,PS3,0.02,,,,
SingStar Guitar,PS3,0.08,,,,
SingStar Latino,PS3,0.11,,,,
SingStar Mallorca Party,PS3,0.04,,,,
SingStar Motown,PS3,0.16,,,,
SingStar Pop Edition,PS3,0.17,,,,
SingStar Queen,PS3,0.37,74,37,6.8,6
SingStar Take That,PS3,0.27,,,,
SingStar Vol. 2,PS3,0.77,76,36,,
SingStar Vol. 3,PS3,0.09,,,,
SingStar: Back to the 80s,PS3,0.17,,,,
SingStar: Made In Germany,PS3,0.06,,,,
Singularity,X360,0.29,76,70,7.6,143
Singularity,PS3,0.21,77,48,7.8,83
Siren: Blood Curse,PS3,0.25,78,42,8.1,55
Six Flags Fun Park,Wii,0.4,43,7,7.1,7
Skate,X360,0.69,86,59,8.4,124
Skate,PS3,0.34,85,31,8.3,47
Skate 2,X360,1.05,84,70,8,57
Skate 2,PS3,0.79,84,50,7.9,41
Skate 3,X360,1.82,80,65,7.5,71
Skate 3,PS3,1.52,80,46,7.3,44
Skate City Heroes,Wii,0.11,59,6,,
Skate it,Wii,0.56,70,37,8.6,24
Ski and Shoot,Wii,0.07,,,,
Ski-Doo Snowmobile Challenge,PS3,0.09,,,,
Ski-Doo Snowmobile Challenge,Wii,0.08,,,,
Ski-Doo Snowmobile Challenge,X360,0.04,,,,
Skylanders Giants,Wii,2.33,78,8,7.1,12
Skylanders Giants,X360,1.16,80,35,6.5,35
Skylanders Giants,PS3,0.8,77,21,6.3,16
Skylanders Giants,WiiU,0.18,80,8,6.9,19
Skylanders Giants,3DS,0.05,59,9,5.8,10
Skylanders SWAP Force,Wii,1.49,,,,
Skylanders SWAP Force,X360,0.83,83,36,5.9,37
Skylanders SWAP Force,PS3,0.64,83,31,5.1,27
Skylanders SWAP Force,WiiU,0.23,89,7,5.7,65
Skylanders SWAP Force,3DS,0.13,68,12,6.1,12
Skylanders SWAP Force,PS4,0.12,78,5,5.7,26
Skylanders SWAP Force,XOne,0.12,,,6.5,30
Skylanders: Spyro's Adventure,Wii,2.66,81,11,5.3,22
Skylanders: Spyro's Adventure,X360,0.88,78,35,5.7,46
Skylanders: Spyro's Adventure,PS3,0.76,77,18,5.3,31
Skylanders: Spyro's Adventure,3DS,0.49,82,8,5.2,48
Sled Shred featuring the Jamaican Bobsled Team,Wii,0.05,,,,
Sleeping Dogs,PS3,0.87,83,40,7.5,532
Sleeping Dogs,X360,0.78,80,47,7.7,378
Sleepover Party,Wii,0.04,,,,
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,0.13,,,,
Slotter Mania P: Tetsuya Shinjuku vs Ueno ,PSP,0.01,,,,
Sly 2: Band of Thieves,PS3,0.07,,,6.8,16
Sly Cooper: Thieves in Time,PS3,0.39,75,69,8.5,241
Sly Cooper: Thieves in Time,PSV,0.12,75,15,8.5,86
Smart Bomb,PSP,0.07,45,19,5.4,5
Smarty Pants,Wii,1.41,65,26,7.6,10
Smash Court Tennis 3,X360,0.09,55,32,,
Smash Court Tennis 3,PSP,0.04,68,30,,
Smile PreCure! Let's Go! Marchen World,3DS,0.06,,,,
Smiley World: Island Challenge,Wii,0.01,,,,
Sniper Elite,Wii,0.09,71,4,,
Sniper Elite V2,PS3,0.8,70,21,7.1,75
Sniper Elite V2,X360,0.73,67,37,7,95
Sniper Elite V2,WiiU,0.01,58,5,5.6,20
Sniper: Ghost Warrior,X360,1.08,45,39,5.8,74
Sniper: Ghost Warrior,PS3,0.66,53,17,6,22
Sniper: Ghost Warrior 2,PS3,0.23,52,15,5.9,68
Sniper: Ghost Warrior 2,X360,0.15,52,33,5.6,101
SNK Arcade Classics Vol. 1,PSP,0.14,68,13,,
SNK Arcade Classics Vol. 1,Wii,0.06,73,18,,
Snoopy vs the Red Baron,PSP,0.05,76,7,,
Snow Portable,PSP,0.02,,,,
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,0.02,,,,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,0.11,,,,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,0.06,,,,
SOCOM 4: U.S. Navy SEALs,PS3,0.81,67,64,6.2,108
SOCOM: Tactical Strike,PSP,0.35,,,,
SOCOM: U.S. Navy SEALs Confrontation,PS3,1.22,63,64,6.9,223
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,1.1,82,44,8.7,58
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,1.04,81,31,9.2,30
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,0.41,74,51,7.7,17
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,0.03,,,,
Sol Trigger,PSP,0.1,,,,
Soldier of Fortune: Payback,X360,0.18,50,35,5.6,20
Soldier of Fortune: Payback,PS3,0.13,50,14,5,11
Solitaire & Mahjong,Wii,0.11,,,,
Sonic & SEGA All-Stars Racing,Wii,1.26,,,,
Sonic & SEGA All-Stars Racing,PS3,0.82,,,,
Sonic & Sega All-Stars Racing Transformed ,X360,0.39,,,,
Sonic & Sega All-Stars Racing Transformed ,PS3,0.31,,,,
Sonic & Sega All-Stars Racing Transformed ,WiiU,0.3,,,,
Sonic & Sega All-Stars Racing Transformed ,3DS,0.2,,,,
Sonic & Sega All-Stars Racing Transformed ,PSV,0.16,,,,
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,0.61,,,,
Sonic and the Black Knight,Wii,0.99,54,51,6.8,142
Sonic and the Secret Rings,Wii,2.64,69,44,6.9,135
Sonic Colors,Wii,1.57,78,58,8.3,183
Sonic Free Riders,X360,0.97,47,52,2,49
Sonic Generations,PS3,1.22,76,38,8.1,167
Sonic Generations,X360,1.08,77,49,8.1,208
Sonic Generations,3DS,0.83,66,29,6.5,66
Sonic Lost World,3DS,0.27,59,34,6.6,81
Sonic Lost World,WiiU,0.19,63,64,7.1,240
Sonic Riders: Zero Gravity,Wii,0.84,56,26,7.8,38
Sonic Rivals,PSP,1.39,64,25,8.4,18
Sonic Rivals 2,PSP,1.44,60,24,8,22
Sonic the Hedgehog,PS3,1.09,43,17,3.9,86
Sonic the Hedgehog,X360,0.98,46,38,4.5,243
Sonic the Hedgehog,PS3,0.48,43,17,3.9,86
Sonic Unleashed,Wii,2.04,66,30,7.4,104
Sonic Unleashed,PS3,0.95,54,24,7.5,67
Sonic Unleashed,X360,0.88,60,50,7.6,134
Sonic's Ultimate Genesis Collection,PS3,1.96,80,35,8.7,30
Sonic's Ultimate Genesis Collection,X360,1.17,79,45,8.4,28
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,0.07,,,,
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,0.01,,,,
Sorcery,PS3,0.22,70,52,7.2,52
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,0.02,,,,
Soul Calibur IV,X360,0.01,,,,
Soul Eater: Battle Resonance,PSP,0.03,,,,
Soul Eater: Monotone Princess,Wii,0.02,,,,
Soul Sacrifice,PSV,0.41,77,71,8.2,226
SoulCalibur IV,X360,1.53,85,62,8.1,126
SoulCalibur IV,PS3,1.39,85,65,7.9,103
SoulCalibur Legends,Wii,0.17,52,35,6.1,18
SoulCalibur Legends (JP sales),Wii,0.01,,,,
SoulCalibur V,PS3,0.64,81,53,6.7,117
SoulCalibur V,X360,0.52,77,56,6.3,99
SoulCalibur: Broken Destiny,PSP,0.49,80,52,6.4,38
Space Camp,Wii,0.12,,,7.3,4
Space Chimps,X360,0.1,57,7,5.6,11
Space Chimps,Wii,0.08,,,,
Space Invaders Extreme,PSP,0.07,84,29,7.4,10
Spec Ops: The Line,PS3,0.44,77,27,8,242
Spec Ops: The Line,X360,0.35,76,59,8,251
Spectral Force 3,X360,0.08,59,16,7.6,16
Spectral Souls: Resurrection of the Ethereal Empires,PSP,0.03,47,27,7.7,9
Spectrobes: Origins,Wii,0.18,71,22,8.3,12
Speed,Wii,0.05,,,,
Speed Racer: The Videogame,Wii,0.38,,,,
Speed Zone,Wii,0.07,37,14,3.7,10
Spelling Challenges and more!,PSP,0.25,,,,
Spider-Man 2,PSP,0.7,67,43,6.4,7
Spider-Man 3,PS3,0.66,60,33,7.2,31
Spider-Man 3,X360,0.55,63,61,7.1,47
Spider-Man 3,Wii,0.47,53,39,5.5,26
Spider-Man 3,PSP,0.27,52,7,7.9,7
Spider-Man: Edge of Time,X360,0.23,57,50,6.8,25
Spider-Man: Edge of Time,PS3,0.2,58,43,7.1,17
Spider-Man: Edge of Time,3DS,0.09,50,7,5.7,9
Spider-Man: Edge of Time,Wii,0.08,62,9,3,4
Spider-Man: Friend or Foe,X360,0.28,60,51,6.1,24
Spider-Man: Friend or Foe,PSP,0.18,58,7,3.6,5
Spider-Man: Friend or Foe,Wii,0.14,59,29,8,6
Spider-Man: Shattered Dimensions,PS3,0.4,74,57,7.7,63
Spider-Man: Shattered Dimensions,X360,0.34,76,68,7.7,81
Spider-Man: Shattered Dimensions,Wii,0.23,75,13,7.6,12
Spider-Man: Web of Shadows,X360,0.39,68,57,8.7,66
Spider-Man: Web of Shadows,Wii,0.25,63,20,6.3,7
Spider-Man: Web of Shadows,PS3,0.24,67,44,7.7,20
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,0.15,,,,
Spirit Camera: The Cursed Memoir,3DS,0.14,54,35,6.2,19
Splatterhouse,X360,0.16,62,51,7.6,49
Splatterhouse,PS3,0.14,59,49,7.4,47
Split/Second,PS3,0.67,84,56,8.2,79
Split/Second,X360,0.56,82,78,8,85
Split/Second,PSP,0.08,63,16,6.7,12
SpongeBob SquarePants Featuring Nicktoons: Globs of Doom,Wii,0.52,47,5,7.3,4
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,0.48,57,16,6.5,6
SpongeBob SquarePants: The Yellow Avenger,PSP,0.91,48,9,6,9
SpongeBob SquigglePants,Wii,0.38,59,12,,
SpongeBob SquigglePants 3D,3DS,0.17,64,8,7.2,5
SpongeBob's Atlantis SquarePantis,Wii,0.6,,,4.3,4
SpongeBob's Boating Bash,Wii,0.33,,,7.5,4
SpongeBob's Surf & Skate Roadtrip,X360,0.17,,,,
SpongeBob's Truth or Square,X360,0.07,,,6.3,9
SpongeBob's Truth or Square,PSP,0.07,,,,
SpongeBob's Truth or Square (US sales),PSP,0.39,,,,
SpongeBob's Truth or Square (US sales),Wii,0.36,,,,
SpongeBob's Truth or Square (US sales),X360,0.24,,,,
Spore Hero,Wii,0.37,61,23,7.1,36
Sports Champions,PS3,3.61,76,64,8,86
SPRay,Wii,0.04,42,16,5.4,5
Spy Fox in Dry Cereal,Wii,0.06,,,,
Spy Games: Elevator Mission,Wii,0.06,,,,
Spyborgs,Wii,0.1,66,31,5.3,4
Squeeballs Party,Wii,0.17,59,16,,
SSX,PS3,0.78,81,38,6.8,91
SSX,X360,0.61,82,65,6.5,153
SSX Blur,Wii,0.32,74,52,8.1,60
SSX On Tour,PSP,0.22,79,23,8.2,38
Stacked with Daniel Negreanu,PSP,0.03,63,13,,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,0.05,,,,
Star Fox 64 3D,3DS,0.78,81,65,8,142
Star Ocean: First Departure,PSP,0.62,74,32,8,20
Star Ocean: Second Evolution,PSP,0.31,75,37,7.7,20
Star Ocean: The Last Hope,X360,0.75,72,56,7.3,135
Star Ocean: The Last Hope International,PS3,0.64,74,45,7.2,98
Star Trek: Conquest,Wii,0.12,49,18,4.9,11
Star Trek: Legacy,X360,0.16,64,41,5.6,41
Star Trek: Tactical Assault,PSP,0.03,64,15,7.9,10
Star Trek: The Game,X360,0.15,,,,
Star Trek: The Game,PS3,0.15,,,,
Star Wars Battlefront II,PSP,1.16,69,22,8.6,100
Star Wars Battlefront: Elite Squadron,PSP,0.7,63,25,8.7,26
Star Wars Battlefront: Renegade Squadron,PSP,1.64,73,35,7.7,35
Star Wars The Clone Wars: Lightsaber Duels,Wii,1.62,56,24,6.7,14
Star Wars The Clone Wars: Republic Heroes,Wii,0.74,48,10,6.6,5
Star Wars The Clone Wars: Republic Heroes,PS3,0.36,43,22,4.2,13
Star Wars The Clone Wars: Republic Heroes,PSP,0.36,,,,
Star Wars The Clone Wars: Republic Heroes,X360,0.35,43,37,5,13
Star Wars: Lethal Alliance,PSP,0.12,61,31,8,5
Star Wars: The Force Unleashed,X360,2.61,73,74,6.6,313
Star Wars: The Force Unleashed,PS3,2.03,71,47,6.5,191
Star Wars: The Force Unleashed,Wii,1.8,71,18,8,67
Star Wars: The Force Unleashed,PSP,1.03,70,10,8.7,33
Star Wars: The Force Unleashed II,PS3,1.33,63,41,7,85
Star Wars: The Force Unleashed II,X360,1.27,61,59,5.7,137
Star Wars: The Force Unleashed II,Wii,0.68,71,10,7.8,26
Stardust Amazoness,3DS,0.01,,,,
Starhawk,PS3,0.25,77,71,7.8,168
Starry ? Sky: After Summer,PSP,0.02,,,,
Starry * Sky: In Autumn - PSP Edition,PSP,0.03,,,,
Starry * Sky: In Spring - PSP Edition,PSP,0.05,,,,
Starry * Sky: In Summer - PSP Edition,PSP,0.06,,,,
Starry * Sky: In Winter - PSP Edition,PSP,0.03,,,,
Starry Sky: After Autumn,PSP,0.01,,,,
Starry Sky: After Winter,PSP,0.01,,,,
Start the Party!,PS3,0.55,55,47,5.4,17
Start the Party! Save the World,PS3,0.07,50,15,,
Steambot Chronicles: Battle Tournament,PSP,0.06,54,14,6.1,7
Steel Battalion: Heavy Armor,X360,0.1,38,58,2.2,81
Steel Diver,3DS,0.41,58,55,6.1,23
Steel Horizon,PSP,0.01,,,,
Steins;Gate,PSP,0.19,,,,
Steins;Gate,X360,0.06,,,,
Steins;Gate,PS3,0.02,,,,
Steins;Gate: Hiyoku Renri no Darling,X360,0.08,,,,
Steins;Gate: Hiyoku Renri no Darling,PSP,0.06,,,,
Steins;Gate: Hiyoku Renri no Darling,PS3,0.02,,,,
Steins;Gate: Senkei Kousoku no Phonogram,PS3,0.06,,,,
Steins;Gate: Senkei Kousoku no Phonogram,X360,0.02,,,,
StokEd,X360,0.2,68,34,8.5,18
Stoked: Big Air Edition,X360,0.03,72,21,8.1,14
Storm Lover 2nd,PSP,0.02,,,,
Storm Lover Kai!!,PSP,0.02,,,,
StormLover,PSP,0.03,,,,
StormLover Karen!!,PSP,0.02,,,,
Stormrise,PS3,0.16,51,28,5.3,20
Stormrise,X360,0.13,48,36,6.4,15
Story Hour: Adventures,Wii,0.03,,,,
Story Hour: Fairy Tales,Wii,0.04,,,,
Storybook Workshop,Wii,0.05,,,,
Stranglehold,X360,0.78,77,59,7.7,81
Stranglehold,PS3,0.28,77,22,8,36
Street Fighter Alpha 3 MAX,PSP,0.31,80,35,8.7,17
Street Fighter IV,PS3,2.08,94,61,7.3,251
Street Fighter IV,X360,1.68,93,77,7.3,256
Street Fighter X Tekken,PS3,0.7,84,51,5.1,158
Street Fighter X Tekken,X360,0.39,83,45,4.2,162
Street Fighter X Tekken,PSV,0.12,79,25,7.3,52
Street Supremacy,PSP,0.03,41,31,,
Strike Witches: Shirogane no Tsubasa,PSP,0.02,,,,
Strike Witches: Shirogane no Tsubasa,X360,0.02,,,,
Stuntman: Ignition,X360,0.62,75,38,7.2,27
Stuntman: Ignition,PS3,0.5,76,18,6.3,11
Style Savvy: Trendsetters,3DS,0.52,76,5,7.1,9
Sudoku Ball Detective,Wii,0.03,,,,
Suigetsu Portable,PSP,0.01,,,,
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,0.13,,,,
Sumioni,PSV,0.01,57,21,6.4,11
Summer Athletics 2009,X360,0.01,,,,
Summer Athletics: The Ultimate Challenge,X360,0.03,48,10,,
Summer Athletics: The Ultimate Challenge (Others sales),Wii,0.22,,,,
Summer Athletics: The Ultimate Challenge (US sales),Wii,0.25,,,,
Summer Challenge: Athletics Tournament,PS3,0.03,,,,
Summer Challenge: Athletics Tournament,Wii,0.01,,,,
Summer Sports 2: Island Sports Party,Wii,0.26,,,,
Summer Sports: Paradise Island,Wii,0.52,46,7,4.6,7
Summer Sports: Paradise Island (Others sales),Wii,0.67,,,,
Summon Night 3,PSP,0.12,,,,
Summon Night 4,PSP,0.07,,,,
Summon Night 5,PSP,0.14,,,,
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,0.03,,,,
Super Dangan-Ronpa 2: Sayonara Zetsubou Gakuen,PSP,0.19,,,,
Super Fruit Fall,Wii,0.02,,,,
Super Mario 3D Land,3DS,9.28,90,82,8.2,576
Super Mario 3D World,WiiU,1.77,93,79,8.9,554
Super Mario All-Stars: Limited Edition,Wii,2.53,,,,
Super Mario Galaxy,Wii,11.03,97,73,8.9,1551
Super Mario Galaxy 2,Wii,7.18,97,88,9.1,1372
Super Monkey Ball 3D,3DS,0.45,55,57,5,21
Super Monkey Ball Adventure,PSP,0.07,56,23,5.8,5
Super Monkey Ball: Banana Blitz,Wii,2.19,74,53,5.9,61
Super Monkey Ball: Step & Roll,Wii,0.36,,,,
Super Paper Mario,Wii,3.63,85,56,7.7,280
Super PickUps,Wii,0.01,,,,
Super Robot Taisen A Portable,PSP,0.18,,,,
Super Robot Taisen MX Portable,PSP,0.09,,,,
Super Robot Taisen Neo,Wii,0.05,,,,
Super Robot Taisen OG Infinite Battle,PS3,0.03,,,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,0.06,,,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,0.03,,,,
Super Robot Taisen UX,3DS,0.18,,,,
Super Robot Taisen XO,X360,0.01,,,,
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,0.12,,,,
Super Sentai Battle: Ranger Cross,Wii,0.08,,,,
Super Smash Bros. Brawl,Wii,12.05,93,81,8.9,1330
Super Street Fighter IV,PS3,1.33,92,58,7.7,154
Super Street Fighter IV,X360,0.87,91,55,7.6,97
Super Street Fighter IV: 3D Edition,3DS,1.01,85,69,8.2,143
Super Street Fighter IV: Arcade Edition,PS3,0.37,80,24,7.1,39
Super Street Fighter IV: Arcade Edition,X360,0.18,78,32,7,34
Super Swing Golf,Wii,0.21,72,44,7.8,15
Super Swing Golf Season 2,Wii,0.11,70,17,,
SuperCar Challenge,PS3,0.02,65,23,8.6,9
Superman Returns,X360,0.24,51,48,6.4,44
Superstars V8 Racing,PS3,0.02,66,29,6.1,7
Superstars V8 Racing,X360,0.01,62,16,,
Supremacy MMA,PS3,0.08,47,17,,
Supremacy MMA,X360,0.07,49,17,4.8,8
Supremacy MMA,PSV,0.03,43,6,4.5,6
Supreme Commander,X360,0.06,56,24,6.6,15
Supreme Commander 2,X360,0.31,75,28,7.4,20
Surf's Up,Wii,0.17,64,9,,
Surf's Up,PSP,0.11,,,,
Surf's Up,X360,0.1,61,15,6.1,9
Surf's Up,PS3,0.04,59,8,5.1,7
Sushi Go-Round,Wii,0.04,,,,
Suzumiya Haruhi no Gekidou,Wii,0.07,,,,
Suzumiya Haruhi no Heiretsu,Wii,0.02,,,,
Suzumiya Haruhi no Tsuisou,PSP,0.04,,,,
Suzumiya Haruhi no Tsuisou,PS3,0.03,,,,
Suzumiya Haruhi no Yakusoku,PSP,0.15,,,,
Suzumiya Haruhi-Chan no Mahjong,PSP,0.02,,,,
SWAT: Target Liberty,PSP,0.04,50,26,7.9,8
Sword Art Online: Infinity Moment,PSP,0.22,,,,
Swords,Wii,0.03,,,,
Syndicate,X360,0.14,74,65,7.1,157
Syndicate,PS3,0.11,75,29,6.5,94
Syphon Filter: Dark Mirror,PSP,0.27,87,58,9.3,103
Syphon Filter: Logan's Shadow,PSP,0.43,85,41,9,33
System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,0.53,,,,
Tactics Ogre: Let Us Cling Together,PSP,0.48,87,49,8.8,68
Taiko no Tatsujin Portable 2,PSP,0.05,,,,
Taiko no Tatsujin Portable DX,PSP,0.38,,,,
Taiko no Tatsujin Wii,Wii,0.67,,,,
Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,0.4,,,,
Taiko no Tatsujin Wii: Ketteiban,Wii,0.39,,,,
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Wii,0.3,,,,
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,0.59,,,,
Taiko no Tatsujin: Wii U Version!,WiiU,0.13,,,,
Taikou Risshiden V,PSP,0.04,,,,
Taishou Yakyuujou: Otome Tatsuno Seishun Nikki,PSP,0.01,,,,
Taito Legends Power Up,PSP,0.05,41,9,,
Tak and the Guardians of Gross,Wii,0.15,63,5,8,5
Takt of Magic,Wii,0.01,,,,
Tales of Destiny 2,PSP,0.12,,,,
Tales of Eternia,PSP,0.26,,,,
Tales of Graces,Wii,0.22,,,,
Tales of Graces f,PS3,0.84,77,55,8,245
Tales of Hearts,PSV,0.09,,,,
Tales of Innocence R,PSV,0.1,,,,
Tales of Phantasia (PS1 & PSP Versions),PSP,0.11,,,,
Tales of Phantasia: Narikiri Dungeon X,PSP,0.21,,,,
Tales of Rebirth,PSP,0.07,,,,
Tales of Symphonia,PS3,0.12,,,,
Tales of Symphonia: Dawn of the New World,Wii,0.5,68,46,7.4,67
Tales of the Abyss,3DS,0.59,75,33,8.2,115
Tales of the Heroes: Twin Brave,PSP,0.13,,,,
Tales of the World: Radiant Mythology,PSP,0.41,66,27,7.7,19
Tales of the World: Radiant Mythology 2,PSP,0.33,,,,
Tales of the World: Radiant Mythology 3,PSP,0.28,,,,
Tales of Vesperia,X360,0.68,79,67,8.4,176
Tales of Vesperia,PS3,0.43,,,,
Tales of VS.,PSP,0.23,,,,
Tales of Xillia,PS3,1.06,78,65,8.6,294
Tales of Xillia 2,PS3,0.45,,,,
TalkMan,PSP,0.02,,,,
TalkMan (Japan),PSP,0.18,,,,
Tamagotchi no Doki Doki Dream Omisecchi,3DS,0.03,,,,
Tamagotchi Party On!,Wii,0.19,,,,
Tank! Tank! Tank!,WiiU,0.06,,,,
Tantei Jinguuji Saburo: Hai to Diamond,PSP,0.01,,,,
Tantei Opera: Milky Holmes,PSP,0.02,,,,
Target: Terror,Wii,0.07,33,19,2.7,16
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,0.1,,,,
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,0.51,85,62,8.8,68
Tayutama: Kiss on my Deity,X360,0.01,,,,
Team Elimination Games,Wii,0.07,,,,
Tearaway,PSV,0.28,87,80,9,207
Tears to Tiara Gaiden: Avalon no Nazo,PS3,0.04,,,,
Tears to Tiara II: Haou no Matsuei,PS3,0.04,,,,
Tears to Tiara: Kakan no Daichi,PS3,0.08,,,,
Tears to Tiara: Kakan no Daichi Portable,PSP,0.01,,,,
Teenage Mutant Ninja Turtles,Wii,0.01,,,,
Teenage Mutant Ninja Turtles: Smash-Up,Wii,0.34,67,34,8.1,18
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,0.02,,,,
Tekken 3D: Prime Edition,3DS,0.14,64,42,5.7,30
Tekken 6,PS3,2.61,79,63,7.3,158
Tekken 6,X360,1.23,80,60,7,109
Tekken 6,PSP,0.3,82,39,8.3,46
Tekken Hybrid,PS3,0.29,65,51,6.1,22
Tekken Tag Tournament 2,PS3,0.69,82,50,7.8,116
Tekken Tag Tournament 2,X360,0.29,83,35,7.1,54
Tekken Tag Tournament 2,WiiU,0.12,83,28,7.7,46
Tekken: Dark Resurrection,PSP,2.6,88,54,8.5,101
Ten Pin Alley 2,Wii,0.02,30,4,,
Tenchu San Portable,PSP,0.01,,,,
Tenchu Z,X360,0.32,56,51,7.3,49
Tenchu: Shadow Assassins,Wii,0.19,70,35,8.6,18
